Constellation,Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
CENTISPACE,2025-03-31 12:28:00,90047,1746.392726786604,-7360.36176490146,-1314.260959016122,6.210466638490742,0.8410323028357253,3.5599643551607647
CENTISPACE,2025-03-31 12:28:30,90047,2116.05397611479,-7298.250603490843,-1098.6860668509776,6.108294855358746,1.2287900347254654,3.6239360632063073
CENTISPACE,2025-03-31 12:29:00,90047,2479.0011109423167,-7212.983419420762,-879.6175876051838,5.986729344378684,1.612694695323151,3.676390772505898
CENTISPACE,2025-03-31 12:29:30,90047,2834.0819011167246,-7104.828053428373,-657.7516754361073,5.846151992580297,1.9915252184896872,3.7171587299008513
CENTISPACE,2025-03-31 12:30:00,90047,3180.168616141415,-6974.125213882168,-433.79369909029214,5.687005639422331,2.364075813075563,3.7461074296548107
CENTISPACE,2025-03-31 12:30:30,90047,3516.1618886722863,-6821.2873927705905,-208.45584627104995,5.509792651843967,2.7291601499731786,3.7631421344362
CENTISPACE,2025-03-31 12:31:00,90047,3840.994240208622,-6646.797581556625,17.545153397183928,5.315073356071014,3.0856152325635597,3.76820622271205
CENTISPACE,2025-03-31 12:31:30,90047,4153.633506674193,-6451.2077568522855,243.49032237047456,5.103464269122988,3.43230519642845,3.761281407240376
CENTISPACE,2025-03-31 12:32:00,90047,4453.086152042792,-6235.1371406067,468.6607383865464,4.875636135976734,3.768125023383922,3.7423878232725762
CENTISPACE,2025-03-31 12:32:30,90047,4738.400458548649,-5999.270240388421,692.3398390350591,4.63231177938323,4.092004155229286,3.7115839857342725
CENTISPACE,2025-03-31 12:33:00,90047,5008.669582471315,-5744.354676204486,913.8157198426372,4.374263770323188,4.402909993067773,3.6689666153203557
CENTISPACE,2025-03-31 12:33:30,90047,5263.034464991424,-5471.198801129457,1132.3834180336844,4.1023119280108835,4.6998512686346645,3.614670334108392
CENTISPACE,2025-03-31 12:34:00,90047,5500.686588172741,-5180.669123811372,1347.347174181246,3.8173206592030056,4.9818812747539365,3.548867231955072
CENTISPACE,2025-03-31 12:34:30,90047,5720.870566734614,-4873.687541670586,1558.0226640550493,3.5201961473275567,5.248100942828329,3.471766305584151
